,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
468743,2,1,2,5,2,2,1,1,1,2,1,9,6,3,42.0,3
431080,2,1,2,5,2,2,2,2,1,2,1,2,11,3,45.0,2
406239,1,1,1,5,1,2,1,2,1,2,1,7,8,3,46.0,4
443035,2,1,1,5,2,2,1,1,1,2,1,1,4,3,45.0,2
436113,3,1,1,3,1,2,2,2,1,2,2,5,3,3,35.0,3
529826,2,1,1,5,2,2,1,2,1,2,1,6,10,3,32.0,3
471019,2,1,1,3,2,2,2,2,3,6,1,2,12,3,32.0,1
374109,2,1,2,5,2,2,1,1,1,2,1,6,8,2,16.0,3
309663,3,1,2,3,1,2,1,1,1,2,2,1,4,1,14.0,2
347381,3,1,2,4,1,2,1,1,1,2,1,4,7,2,17.0,2
319802,2,1,2,7,2,2,2,1,1,9,1,3,11,1,9.0,2
475426,1,1,2,3,1,2,1,2,1,2,1,3,11,3,32.0,2
429051,1,1,1,4,1,2,1,1,1,2,1,2,6,3,34.0,1
532777,3,1,2,4,1,2,1,1,1,9,2,2,8,3,41.0,1
312546,2,1,2,5,2,2,1,1,1,2,2,2,4,1,15.0,1
413741,2,1,1,4,2,2,1,2,1,1,2,5,2,3,33.0,3
506854,2,1,2,5,2,2,2,1,5,6,1,2,10,3,42.0,2
479910,2,1,1,6,2,2,1,2,1,2,1,2,6,3,35.0,1
386762,2,1,1,4,2,2,1,1,1,1,1,1,10,3,38.0,2
450131,1,1,2,2,1,2,1,1,1,2,1,3,8,3,46.0,2
549429,1,1,2,5,1,2,1,5,1,2,1,3,7,4,57.0,1
356506,5,1,2,4,3,2,1,1,1,2,1,2,10,2,28.0,1
371531,2,1,1,3,2,2,1,2,3,6,1,7,4,2,22.0,4
426866,2,1,2,5,2,2,1,2,1,2,1,6,11,3,31.0,2
375251,2,1,1,4,2,2,2,2,3,6,1,9,5,2,27.0,4
502503,2,1,2,6,2,2,1,2,1,2,1,4,5,3,34.0,2
337559,5,1,2,2,1,2,1,2,1,2,1,6,12,2,29.0,3
432143,2,1,1,6,2,2,1,1,1,2,2,2,8,3,34.0,1
531555,2,1,1,2,1,2,1,1,1,2,1,5,8,3,44.0,3
551206,2,1,1,4,2,2,1,2,1,1,1,2,10,4,60.0,1
505648,1,1,2,5,1,2,1,1,1,2,1,2,7,3,43.0,1
343869,2,1,2,4,2,2,1,1,1,2,2,4,8,2,23.0,2
420142,2,1,1,7,2,2,1,3,1,2,1,5,3,3,40.0,3
328898,5,1,2,5,4,2,1,4,1,2,1,1,4,2,16.0,1
514403,2,1,1,4,2,2,2,1,4,2,1,7,2,3,35.0,4
339988,2,1,2,4,2,2,1,1,1,2,1,1,11,2,27.0,2
517897,1,1,1,4,1,2,1,2,3,1,1,2,3,3,46.0,1
551924,2,1,1,6,2,2,1,1,1,2,1,5,1,4,52.0,3
345841,2,1,2,6,2,2,1,2,1,2,1,7,4,2,30.0,4
458141,2,1,2,4,2,2,1,1,1,2,2,6,10,3,35.0,3
512722,2,1,1,6,2,2,1,2,1,2,1,1,8,3,31.0,1
322605,2,1,2,5,2,2,1,3,1,2,2,5,2,1,14.0,3
463814,1,1,1,4,3,2,1,1,1,1,1,3,9,3,40.0,2
412358,3,1,1,4,1,2,1,2,1,1,1,3,2,3,42.0,2
385783,2,1,1,4,2,2,1,1,1,2,1,1,2,3,47.0,2
508093,2,1,1,3,2,2,2,2,1,2,2,1,3,3,31.0,1
344545,2,1,2,4,2,2,1,1,1,2,2,1,3,2,20.0,1
424839,3,1,2,2,1,2,1,2,1,1,1,1,4,3,37.0,2
360054,1,1,1,2,1,1,1,2,1,3,4,3,4,2,24.0,2
384964,5,1,1,4,1,2,1,2,1,2,1,7,4,3,37.0,4
433592,2,1,2,5,2,2,1,2,1,2,1,9,9,3,31.0,3
527708,2,1,1,5,2,2,1,2,1,1,1,9,9,3,36.0,3
523230,3,1,2,3,1,2,2,1,1,1,1,7,4,3,32.0,4
434763,2,1,2,6,2,2,1,2,1,2,1,4,6,3,43.0,2
459410,3,1,1,3,1,2,1,2,1,1,1,3,6,3,34.0,2
551137,1,1,1,6,4,2,1,2,1,1,2,9,12,4,58.0,4
390166,2,1,2,2,1,2,1,1,1,2,1,7,7,3,34.0,4
330336,5,1,2,5,5,2,1,1,1,2,1,3,12,2,26.0,2
359788,1,1,2,6,3,2,1,3,1,1,1,6,10,2,25.0,3
345499,2,1,2,6,2,2,1,2,1,9,1,4,4,2,16.0,2
463412,2,1,1,5,2,2,1,2,1,9,2,2,6,3,31.0,1
359252,5,1,2,3,1,2,1,1,1,2,1,6,12,2,16.0,4
382494,1,1,1,3,1,2,2,2,1,2,1,5,5,3,31.0,3
453103,2,1,2,4,2,2,1,2,1,9,1,7,4,3,34.0,4
390977,1,1,2,7,1,2,1,2,1,1,1,4,3,3,39.0,2
437793,1,1,2,3,1,2,2,2,1,2,1,9,8,3,46.0,4
438215,2,1,1,4,2,2,1,2,1,2,1,2,10,3,33.0,1
530570,2,1,2,5,2,2,1,2,1,1,1,8,2,3,35.0,4
391262,1,1,1,6,5,2,1,3,1,2,1,8,6,3,41.0,3
480636,3,1,2,4,4,2,2,1,1,2,1,4,6,3,45.0,2
414274,2,1,1,4,2,2,2,2,3,4,1,2,10,3,31.0,1
499113,5,1,2,6,1,2,1,1,1,1,1,2,10,3,46.0,1
545459,2,1,1,6,2,2,1,1,1,2,1,2,4,4,60.0,1
506468,3,1,2,5,1,2,1,1,3,1,1,4,6,3,36.0,2
336945,2,1,2,6,2,2,1,3,1,2,2,1,2,2,24.0,1
519657,2,1,2,4,2,2,2,2,3,7,1,7,4,3,45.0,4
366186,2,1,2,6,2,2,1,2,1,2,1,4,8,2,19.0,2
526914,2,1,2,6,2,2,1,1,1,2,1,2,11,3,32.0,2
450561,2,1,1,2,1,2,1,1,1,2,1,6,11,3,34.0,3
354132,3,1,2,3,1,2,1,1,1,1,1,6,11,2,22.0,3
378436,3,1,2,4,3,2,1,1,1,1,1,7,7,2,24.0,2
355403,5,1,2,3,4,2,1,1,1,2,1,7,4,2,30.0,2
341919,2,1,2,5,2,2,1,1,1,1,1,3,10,2,18.0,2
364039,2,1,2,3,2,2,1,1,3,6,2,2,4,2,23.0,1
335734,2,1,2,3,2,2,2,2,1,2,1,6,11,2,28.0,3
379085,1,1,1,5,4,2,1,3,2,1,2,8,6,2,25.0,4
556777,4,1,1,4,1,2,1,1,1,9,1,5,2,4,50.0,3
457451,2,1,2,5,2,2,1,4,1,9,1,1,9,3,46.0,1
407971,2,1,1,5,2,2,1,2,1,2,1,5,6,3,46.0,3
536015,3,1,1,6,1,2,2,3,1,1,1,8,2,4,60.0,4
545338,1,1,1,4,4,2,1,3,1,1,2,1,8,4,52.0,1
451895,1,1,1,4,1,2,1,1,1,9,1,1,4,3,48.0,1
430722,3,1,2,3,1,2,1,1,1,2,1,2,10,3,44.0,1
362101,2,1,1,3,2,2,1,1,1,1,1,8,2,2,24.0,4
372036,2,1,1,7,2,2,2,3,1,2,2,7,4,2,28.0,4
551840,2,1,2,6,2,2,1,1,1,2,1,3,10,4,49.0,2
446375,1,1,2,5,4,2,1,1,1,2,2,3,8,3,34.0,2
349410,2,1,2,6,2,2,1,2,1,2,1,2,10,2,26.0,2
368834,2,1,1,5,2,2,1,1,3,9,2,5,2,2,28.0,3
335595,2,1,2,4,2,2,1,1,1,2,1,2,10,2,22.0,1
438724,5,1,2,3,1,2,1,1,1,1,1,6,10,3,43.0,2
337181,2,1,2,3,2,2,1,1,1,2,2,5,5,2,20.0,4
487417,3,1,1,4,1,2,2,1,1,2,1,2,10,3,44.0,1
528062,2,1,2,4,2,2,2,2,1,2,1,2,11,3,36.0,1
432214,2,1,1,7,2,2,1,3,1,2,1,2,4,3,35.0,1
309959,3,1,1,2,1,2,1,2,1,1,1,7,4,1,10.0,2
561380,3,1,1,5,1,2,1,1,1,2,1,8,2,4,59.0,3
303300,1,1,1,7,4,2,1,2,1,1,1,3,2,1,14.0,2
455870,4,1,1,6,5,2,1,3,1,2,1,5,5,3,38.0,3
468166,3,1,2,3,1,2,1,2,1,2,1,8,2,3,37.0,4
533956,-9,1,2,2,1,2,1,1,1,1,1,9,5,3,48.0,-9
511694,1,1,1,3,1,2,1,1,1,9,1,7,4,3,40.0,4
487046,2,1,1,5,2,2,1,2,1,2,1,4,2,3,41.0,2
481419,2,1,2,5,2,2,1,2,1,2,1,4,9,3,34.0,2
567759,1,1,2,5,1,2,1,3,1,2,2,2,8,4,54.0,2
492476,2,1,1,5,2,2,1,2,1,2,2,5,3,3,33.0,3
358036,1,1,1,6,4,2,1,1,1,9,2,2,12,2,30.0,1
474869,2,1,2,2,1,2,1,1,1,2,1,3,2,3,44.0,2
377985,5,1,2,5,4,2,1,1,1,9,1,1,6,2,19.0,2
504650,5,1,1,2,1,2,1,2,2,9,1,4,8,3,33.0,2
399232,3,1,2,3,1,2,1,1,1,1,1,1,9,3,32.0,1
452480,2,1,1,5,2,2,2,1,3,4,1,2,9,3,41.0,2
389424,1,1,1,4,4,2,1,2,1,1,1,1,2,3,38.0,2
484558,2,1,2,3,1,2,1,2,1,2,1,2,6,3,42.0,1
527831,2,1,1,5,2,2,1,2,1,2,1,4,9,3,44.0,2
536599,2,1,1,5,2,2,1,2,1,2,1,8,4,4,51.0,3
509121,2,1,1,6,2,2,2,1,1,2,1,3,3,3,35.0,2
566033,1,1,2,6,5,2,2,1,1,2,1,2,12,4,52.0,1
408446,1,1,1,4,4,2,1,2,1,1,1,1,11,3,42.0,1
552426,2,1,2,6,2,2,1,2,1,2,1,2,10,4,54.0,1
456788,3,1,2,5,3,2,1,2,1,2,1,6,11,3,47.0,3
502286,2,1,1,4,2,2,1,2,1,1,1,8,2,3,45.0,4
556316,1,1,2,3,1,2,1,1,1,1,1,2,10,4,55.0,1
562250,1,1,2,3,1,2,1,2,1,9,1,2,11,4,52.0,2
399054,1,1,2,6,5,2,2,2,1,2,1,4,2,3,40.0,2
415859,2,1,2,6,2,2,1,2,1,1,1,4,9,3,43.0,2
331883,1,1,2,2,1,1,1,1,1,1,4,7,10,2,18.0,2
455461,3,1,1,3,1,2,1,1,1,2,1,1,2,3,40.0,2
476995,2,1,2,5,2,2,1,2,1,2,1,4,12,3,45.0,2
507162,1,1,1,4,1,2,2,2,1,9,1,2,8,3,37.0,1
491941,1,1,2,3,1,2,1,2,4,2,1,4,8,3,45.0,2
510419,2,1,1,6,2,2,1,1,1,5,2,1,8,3,47.0,2
479373,4,1,1,6,4,2,1,1,1,2,1,9,11,3,38.0,4
345942,2,1,1,2,1,1,1,1,1,2,4,5,5,2,27.0,2
343553,1,1,1,6,1,2,1,1,1,1,2,5,8,2,17.0,3
537333,5,1,1,2,1,2,1,1,1,2,2,2,8,4,60.0,1
412022,2,1,1,5,2,2,1,1,1,9,1,2,9,3,42.0,1
369863,2,1,1,5,2,2,1,3,1,2,2,5,3,2,17.0,3
443621,1,1,2,6,3,2,2,1,5,2,1,2,11,3,44.0,2
305157,2,1,2,5,2,2,1,1,1,1,1,6,10,1,2.0,3
513294,2,1,1,3,1,2,1,2,3,4,1,7,4,3,31.0,4
312805,1,1,1,6,4,2,1,2,1,2,1,9,9,1,12.0,4
515545,1,1,1,4,1,2,1,1,4,2,2,3,10,3,38.0,2
381983,1,1,1,4,4,2,2,1,1,1,1,8,2,3,42.0,3
427945,2,1,2,4,2,2,2,2,1,2,1,6,11,3,35.0,4
333862,2,1,2,4,2,2,1,3,1,1,1,4,7,2,26.0,2
432408,2,1,1,3,2,2,1,1,1,1,1,6,10,3,37.0,3
510155,1,1,2,2,1,2,1,1,1,1,1,1,8,3,41.0,1
340029,2,1,1,5,2,2,1,1,1,2,1,1,8,2,29.0,1
520153,2,1,2,2,2,2,2,1,3,7,1,7,8,3,34.0,2
305618,2,1,1,4,2,2,2,2,3,4,1,8,3,1,8.0,4
514631,2,1,2,5,2,2,1,1,1,2,1,4,2,3,43.0,2
444364,3,1,1,5,4,2,1,2,1,2,1,1,6,3,43.0,2
321999,2,1,1,6,2,2,1,3,1,2,1,5,3,1,7.0,3
342542,2,1,2,4,2,2,1,2,1,1,1,7,4,2,21.0,4
449235,3,1,1,4,1,2,1,2,1,1,2,5,3,3,45.0,3
403161,2,1,1,6,2,2,1,2,1,2,1,6,6,3,46.0,2
397170,2,1,2,3,2,2,2,3,2,2,1,4,10,3,32.0,2
372836,2,1,1,4,2,2,1,2,4,6,1,7,4,2,26.0,4
548687,2,1,2,7,2,2,1,2,1,2,2,9,1,4,60.0,4
459578,3,1,1,4,4,2,1,3,1,1,2,1,12,3,40.0,2
316196,3,1,1,4,1,2,1,3,1,9,1,3,12,1,8.0,2
302424,2,1,2,2,1,2,1,2,1,2,1,6,11,1,10.0,3
379421,3,1,1,4,1,2,1,1,1,1,1,5,3,2,16.0,3
529942,2,1,1,2,1,2,1,1,1,1,1,9,2,3,35.0,4
550754,2,1,1,3,2,2,1,1,1,1,1,1,2,4,49.0,1
366562,5,1,2,4,1,2,1,2,1,1,1,6,11,2,22.0,4
359795,2,1,1,6,2,2,1,1,1,2,2,5,4,2,16.0,3
559033,2,1,1,5,2,2,1,1,1,2,1,3,9,4,54.0,2
334753,2,1,1,3,2,2,2,2,3,6,2,5,2,2,23.0,4
324672,6,1,2,6,1,2,2,2,1,2,1,9,10,1,15.0,4
537630,2,1,2,5,2,2,2,2,3,1,2,1,5,4,55.0,2
416603,2,1,1,5,2,2,1,1,1,2,1,5,2,3,46.0,3
412706,2,1,2,7,2,2,1,3,1,1,2,3,6,3,31.0,2
568907,1,1,1,6,3,2,1,3,1,2,1,2,2,4,54.0,1
380506,1,1,2,4,3,2,1,2,1,2,1,7,4,3,47.0,3
563764,4,1,1,6,5,2,2,2,4,2,2,1,4,4,60.0,1
500015,2,1,1,3,2,2,1,1,3,4,1,7,9,3,35.0,4
434725,2,1,1,4,2,2,1,1,1,2,1,2,10,3,32.0,1
499131,2,1,2,4,2,2,1,2,1,1,1,4,3,3,37.0,2
433388,2,1,1,2,1,2,1,2,1,2,1,9,3,3,45.0,4
553318,2,1,1,4,2,2,1,1,1,2,2,5,3,4,53.0,3
360138,2,1,2,6,2,2,1,1,1,2,1,2,10,2,25.0,1
498829,3,1,1,5,1,2,1,3,1,2,2,5,2,3,39.0,3
504331,3,1,1,5,4,2,1,2,1,1,1,8,7,3,48.0,4
557407,2,1,1,5,2,2,1,1,1,2,1,4,6,4,60.0,2
452871,2,1,2,2,1,2,2,1,1,2,1,6,8,3,36.0,2
426335,3,1,1,3,1,2,1,1,1,1,2,7,4,3,38.0,4
380269,2,1,1,5,2,2,1,2,1,2,1,3,8,3,47.0,2
553959,2,1,2,5,2,2,1,1,1,1,1,2,10,4,49.0,1
306937,2,1,2,2,1,1,1,1,1,2,4,9,5,1,3.0,2
526756,2,1,1,5,2,2,1,2,1,2,1,9,4,3,36.0,4
373115,2,1,2,3,2,2,2,1,1,2,1,6,10,2,19.0,3
355773,2,1,2,4,2,2,1,2,1,1,1,3,8,2,30.0,2
525680,2,1,1,5,2,2,1,1,1,1,1,4,9,3,34.0,2
349997,3,1,2,4,1,2,1,1,1,1,1,4,6,2,21.0,2
530702,2,1,1,3,2,2,1,2,1,1,1,7,9,3,48.0,2
563744,2,1,2,3,2,2,2,1,3,9,1,2,11,4,54.0,1
361366,1,1,2,3,1,2,1,1,1,2,1,6,6,2,17.0,3
461226,1,1,2,6,3,2,1,1,1,2,1,6,11,3,43.0,4
388959,1,1,1,3,1,2,1,1,1,1,1,3,8,3,34.0,2
376742,5,1,2,3,1,2,2,2,1,2,1,4,8,2,28.0,2
539718,2,1,1,3,2,2,1,2,1,1,1,1,2,4,57.0,2
362479,5,1,2,4,1,2,1,2,1,2,1,7,4,2,16.0,2
435037,1,1,1,5,1,2,1,1,1,1,1,2,2,3,45.0,1
406810,3,1,2,3,1,2,1,1,1,2,1,4,11,3,46.0,2
547690,3,1,2,5,4,2,1,2,1,2,1,2,10,4,58.0,1
446186,3,1,2,6,4,2,1,1,1,2,1,9,5,3,37.0,4
473746,2,1,1,4,2,2,1,1,1,2,1,2,3,3,46.0,1
406217,2,1,2,2,1,2,1,3,1,2,1,4,3,3,47.0,2
507319,3,1,2,2,1,2,2,2,1,1,1,7,4,3,31.0,2
306615,2,1,1,7,2,2,1,2,1,2,1,3,9,1,9.0,2
439652,1,1,1,7,4,2,1,2,1,1,1,5,2,3,36.0,3
540418,2,1,1,5,2,2,1,2,1,2,1,8,4,4,56.0,3
363839,2,1,2,5,2,2,1,3,1,2,1,6,11,2,21.0,4
308921,5,1,2,2,1,2,1,1,1,2,1,7,6,1,11.0,2
554075,2,1,2,5,2,2,1,2,1,1,2,6,11,4,55.0,2
386560,2,1,2,5,2,2,1,3,1,2,1,6,11,3,45.0,4
551445,2,1,1,4,2,2,1,3,1,2,1,1,12,4,56.0,1
494613,1,1,2,2,2,2,2,2,3,7,1,7,4,3,42.0,4
398237,2,1,1,2,1,2,1,1,1,1,1,7,4,3,47.0,4
560369,2,1,1,4,4,2,1,1,1,2,2,5,1,4,51.0,3
357273,3,1,2,3,1,2,1,1,1,1,1,6,11,2,18.0,4
371437,2,1,1,4,2,2,1,1,1,1,2,5,3,2,21.0,3
320315,2,1,2,5,2,2,1,2,1,2,1,9,8,1,15.0,4
471893,5,1,1,2,1,2,1,1,1,1,1,4,2,3,45.0,2
501445,2,1,1,5,2,2,1,1,1,2,2,2,10,3,32.0,1
397506,1,1,2,3,1,2,2,1,1,2,1,8,4,3,44.0,3
383983,3,1,2,4,1,2,1,3,1,1,1,2,10,3,45.0,1
380662,2,1,1,6,2,2,1,2,1,1,1,5,2,3,38.0,3
424607,2,1,2,3,2,2,1,2,1,1,1,6,12,3,47.0,3
561480,3,1,1,3,1,2,2,1,3,2,1,5,5,4,49.0,3
418755,2,1,1,6,2,2,1,2,1,2,1,2,6,3,47.0,1
421023,2,1,1,6,2,2,2,2,1,2,1,9,2,3,37.0,4
345073,3,1,2,4,1,2,1,1,1,2,2,3,10,2,30.0,2
402097,2,1,1,7,2,2,1,1,1,2,2,8,3,3,33.0,3
328337,2,1,2,4,2,2,1,1,1,2,1,3,8,2,18.0,2
367965,4,1,1,5,1,2,1,2,1,2,1,7,4,2,20.0,4
339913,2,1,2,4,2,2,1,1,1,1,1,4,9,2,24.0,2
321154,2,1,2,7,2,2,1,4,1,2,1,2,11,1,2.0,1
567102,2,1,1,3,2,2,1,1,2,2,2,3,7,4,58.0,1
478574,2,1,2,3,2,2,1,1,1,3,1,6,8,3,44.0,3
503054,5,1,2,5,1,2,1,1,1,2,1,4,9,3,45.0,2
388708,5,1,2,4,2,2,2,2,3,6,1,2,10,3,39.0,1
521479,1,1,1,2,1,2,1,1,1,1,1,3,7,3,45.0,1
521972,1,1,1,4,1,2,2,4,2,6,1,9,5,3,42.0,4
420650,2,1,1,5,2,2,1,1,1,1,1,2,10,3,45.0,1
447719,1,1,1,4,1,2,1,1,1,2,1,4,9,3,40.0,2
310446,2,1,1,6,2,2,1,1,1,9,2,2,10,1,6.0,1
320431,2,1,1,3,2,2,1,1,1,1,2,5,3,1,2.0,3
377765,2,1,1,2,1,1,1,1,1,2,4,7,4,2,16.0,2
459179,2,1,2,3,1,2,1,2,1,2,1,4,3,3,44.0,2
342036,2,1,2,5,2,2,1,1,1,2,1,3,2,2,21.0,2
538790,1,1,1,3,1,2,2,1,2,6,1,1,4,4,60.0,1
358611,2,1,2,6,2,2,1,2,1,2,1,7,4,2,21.0,4
375672,2,1,1,4,2,2,2,2,3,6,1,8,6,2,24.0,4
425667,2,1,2,5,2,2,1,1,1,2,1,3,5,3,35.0,2
353501,2,1,2,6,2,2,2,2,1,2,1,9,11,2,30.0,4
468521,3,1,1,6,4,2,1,1,1,2,2,3,4,3,32.0,2
520331,2,1,1,2,1,2,1,1,1,2,2,9,3,3,32.0,4
434775,3,1,1,4,1,2,1,1,1,1,1,3,2,3,46.0,2
502836,1,1,2,5,4,2,2,1,1,2,1,2,10,3,33.0,1
503938,6,1,1,4,3,2,2,2,4,2,2,2,6,3,31.0,1
378907,3,1,2,5,1,2,1,2,1,2,1,5,5,2,29.0,4
388214,2,1,1,3,2,2,1,1,1,1,1,3,9,3,40.0,2
562268,2,1,1,6,2,2,2,2,1,2,1,1,6,4,49.0,1
524594,2,1,2,7,2,2,1,2,1,5,2,2,8,3,36.0,1
465028,2,1,2,5,2,2,1,1,1,2,1,2,11,3,36.0,2
375252,1,1,2,5,2,1,2,2,4,2,4,7,4,2,30.0,2
518866,6,1,1,5,1,2,2,1,2,9,1,2,9,3,46.0,1
489580,5,1,1,3,1,2,1,1,1,2,1,6,11,3,41.0,3
384017,3,1,1,5,3,2,1,1,1,2,1,2,10,3,44.0,1
437000,2,1,1,5,2,2,1,1,1,1,1,3,4,3,35.0,2
377745,2,1,2,2,1,2,1,1,1,2,1,7,4,2,19.0,4
311919,4,1,1,7,4,2,1,3,1,9,1,9,8,1,2.0,4
453191,1,1,2,3,1,2,1,1,1,2,1,3,4,3,41.0,2
482199,2,1,1,5,2,2,1,1,1,2,1,1,7,3,42.0,1
455515,3,1,1,3,1,2,1,1,1,2,1,1,8,3,41.0,2
399596,2,1,2,2,1,2,1,1,1,1,1,4,4,3,39.0,2
326254,-9,3,2,4,4,2,2,1,1,2,2,1,8,1,12.0,-9
562863,3,1,2,3,1,2,1,1,1,2,1,2,10,4,53.0,1
417667,2,1,1,4,2,2,1,1,1,1,1,3,2,3,48.0,2
557120,2,1,2,2,1,2,1,1,1,2,1,3,8,4,54.0,2
463884,2,1,1,4,2,2,1,1,1,2,1,2,7,3,44.0,1
502033,1,1,1,5,4,2,2,3,2,2,1,9,4,3,36.0,4
345499,2,1,2,6,2,2,1,2,1,9,1,4,4,2,16.0,2
527752,2,1,1,5,2,2,1,2,1,2,2,5,1,3,40.0,3
395527,2,1,2,4,2,2,1,1,1,2,1,2,10,3,36.0,1
365178,2,1,2,5,2,2,1,3,1,1,2,2,11,2,22.0,1
522149,6,1,2,3,1,2,2,1,4,2,1,2,7,3,38.0,2
374198,2,1,2,4,2,2,2,2,1,2,1,3,6,2,24.0,2
308792,2,1,2,6,2,2,1,2,1,2,1,6,10,1,9.0,4
415617,2,1,2,3,2,2,1,1,1,2,1,2,8,3,34.0,1
404894,2,1,1,3,2,2,1,2,1,1,1,8,8,3,44.0,4
435002,5,1,1,5,1,2,1,1,1,2,1,9,2,3,48.0,4
398441,2,1,1,6,2,2,1,1,1,2,1,6,10,3,41.0,3
463442,2,1,1,6,2,2,1,1,1,1,2,4,8,3,32.0,2
496640,2,1,1,5,2,2,1,1,1,1,1,8,2,3,37.0,4
420219,2,1,2,3,1,2,1,1,1,2,1,4,9,3,31.0,2
373552,2,1,2,4,2,2,1,2,1,9,1,4,7,2,29.0,2
509267,2,1,1,2,1,2,1,1,1,2,1,5,4,3,31.0,3
530126,3,1,1,4,1,2,1,3,1,2,1,3,9,3,37.0,2
369509,1,1,2,6,4,2,1,2,1,2,2,9,9,2,17.0,4
429147,2,1,2,6,2,2,1,2,1,2,1,8,2,3,47.0,4
547573,1,1,1,4,1,2,1,2,1,1,1,7,4,4,53.0,4
471553,1,1,2,5,2,2,2,3,1,2,1,8,2,3,40.0,4
527287,2,1,1,2,1,2,1,1,1,2,1,6,10,3,40.0,3
527645,2,1,2,2,1,2,1,1,1,9,1,6,10,3,33.0,3
493089,2,1,1,6,2,2,1,1,1,2,1,5,5,3,46.0,3
315486,1,1,1,2,1,1,2,1,3,6,4,4,8,1,10.0,2
484119,5,1,1,5,1,2,1,2,1,2,1,2,2,3,41.0,1
395234,2,1,2,5,2,2,1,2,1,2,1,3,10,3,35.0,2
515809,1,1,2,8,5,2,2,2,3,2,1,6,8,3,43.0,3
563788,2,1,1,4,2,2,2,2,1,2,2,1,2,4,60.0,2
511685,5,1,2,5,2,2,2,2,2,2,1,2,11,3,41.0,2
411919,2,1,1,5,2,2,1,1,1,1,1,3,4,3,33.0,2
532673,2,1,1,2,1,2,1,1,1,1,1,9,5,3,42.0,4
525379,1,1,2,3,1,2,2,1,1,2,1,7,12,3,37.0,4
340874,1,1,1,4,1,2,1,2,1,1,1,6,12,2,18.0,4
407292,3,1,1,3,1,2,1,1,1,1,1,2,2,3,38.0,1
398545,3,1,1,2,1,2,1,1,1,1,1,4,7,3,39.0,2
525659,1,1,1,4,4,2,1,1,1,1,1,8,2,3,34.0,3
399390,3,1,1,3,1,2,1,1,1,1,1,5,4,3,46.0,3
443109,2,1,1,4,2,2,1,1,1,1,2,5,4,3,47.0,3
551756,2,1,2,5,2,2,1,2,1,2,1,2,10,4,51.0,1
327416,2,1,2,6,2,2,1,2,1,1,1,4,11,1,14.0,2
305024,2,1,2,5,2,2,2,2,5,2,1,6,10,1,3.0,3
457567,2,1,1,8,2,2,1,2,1,2,2,2,2,3,47.0,1
344688,1,1,1,3,1,2,2,1,1,2,1,9,8,2,18.0,4
315572,2,1,2,3,2,2,1,1,1,2,1,2,10,1,8.0,1
452686,5,1,2,4,2,2,2,1,1,2,1,9,4,3,45.0,4
438857,2,1,1,4,2,2,1,1,1,2,1,9,6,3,40.0,4
566478,1,1,2,2,1,2,2,1,1,2,1,6,12,4,52.0,3
519788,2,1,1,3,2,2,2,1,3,6,1,1,5,3,48.0,1
403086,3,1,1,3,1,2,1,2,1,1,2,5,3,3,37.0,3
564707,2,1,1,3,2,2,2,1,1,2,2,2,3,4,60.0,2
542463,5,1,1,2,1,2,1,2,1,1,1,5,3,4,50.0,3
450786,2,1,1,5,2,2,1,2,1,2,1,8,6,3,39.0,3
355778,2,1,2,2,1,2,1,2,1,2,1,7,4,2,25.0,4
494829,2,1,2,5,2,2,1,1,1,2,1,2,8,3,42.0,1
449554,2,1,1,4,2,2,1,1,1,2,2,5,4,3,31.0,3
536985,2,1,1,5,2,2,1,3,1,9,1,1,8,4,49.0,1
374893,1,1,2,3,1,2,2,1,4,2,1,4,6,2,18.0,2
560711,6,1,1,5,2,2,1,1,1,1,2,5,2,4,51.0,3
392238,1,1,2,3,1,2,1,1,2,1,1,4,8,3,32.0,2
422692,2,1,1,6,2,2,1,2,1,2,1,5,2,3,46.0,3
364397,2,1,2,3,2,2,1,2,1,2,1,7,4,2,16.0,4
476580,5,1,2,4,4,2,1,1,1,2,1,4,6,3,48.0,2
307719,1,1,2,7,4,2,1,2,1,2,1,6,12,1,6.0,3
433529,1,1,2,4,4,2,1,1,1,2,1,3,6,3,38.0,2
363559,2,1,2,4,2,2,1,2,1,2,1,4,12,2,26.0,2
541187,2,1,2,6,2,2,1,3,1,2,2,2,11,4,55.0,1
416874,2,1,2,3,1,2,1,1,1,2,1,6,11,3,38.0,4
334246,2,1,2,3,2,2,1,1,1,1,2,2,8,2,19.0,1
518387,5,1,2,5,1,2,1,3,1,2,1,4,2,3,42.0,2
314491,5,1,2,4,3,1,1,1,1,3,4,6,11,1,1.0,2
535435,2,1,1,6,2,2,1,1,1,2,1,1,4,4,58.0,1
529258,2,1,1,3,2,2,1,1,1,2,1,2,11,3,41.0,1
322997,3,1,2,3,1,2,1,2,1,2,1,6,11,1,8.0,4
547772,1,1,1,3,1,2,1,2,1,2,1,8,2,4,50.0,3
370425,2,1,1,7,2,2,2,2,3,6,2,3,7,2,17.0,2
347119,2,1,2,4,2,2,1,1,1,2,1,2,11,2,23.0,1
506175,2,1,1,6,2,2,1,2,1,2,1,9,2,3,35.0,4
557498,3,1,1,6,1,2,1,1,1,1,2,5,3,4,49.0,3
395181,2,1,1,3,3,2,1,1,1,1,1,3,9,3,34.0,2
