,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
407477,1,1,2,2,1,2,1,1,1,2,1,1,7,3,46.0,1
553934,3,1,2,5,4,2,1,1,1,2,1,2,6,4,52.0,1
382563,5,1,2,5,3,2,1,2,1,2,1,1,11,3,37.0,1
433562,3,1,1,4,1,2,1,1,1,2,1,5,6,3,34.0,3
545432,3,1,2,2,1,2,1,1,1,2,1,4,6,4,57.0,2
370575,2,1,2,5,2,2,1,1,1,2,1,2,10,2,21.0,1
302860,3,1,2,4,1,2,1,1,1,1,1,9,5,1,11.0,4
356878,2,1,1,2,1,2,1,1,1,1,1,7,5,2,23.0,4
341102,3,1,2,5,4,2,1,2,1,9,1,7,4,2,27.0,4
517478,1,1,1,2,1,2,2,2,1,1,1,3,8,3,37.0,2
358070,2,1,2,3,3,2,1,1,1,2,1,4,3,2,18.0,2
468701,3,1,1,3,1,2,1,2,1,1,1,3,2,3,44.0,1
333832,3,1,1,4,4,2,1,1,1,1,1,2,10,2,29.0,1
462684,2,1,1,6,2,2,1,2,1,2,2,5,3,3,37.0,3
377473,5,1,2,4,1,2,1,2,1,1,1,7,8,2,30.0,4
467098,2,1,2,2,1,2,1,3,1,9,1,9,4,3,32.0,4
436679,2,1,1,5,2,2,1,1,1,1,1,8,6,3,44.0,3
355944,2,1,1,2,1,1,1,1,1,2,4,9,5,2,29.0,2
318672,2,1,1,3,2,2,2,2,3,6,1,9,12,1,9.0,4
465759,2,1,1,6,2,2,1,1,1,2,2,3,8,3,33.0,2
411692,2,1,1,3,2,2,1,2,1,1,1,3,4,3,33.0,1
493809,3,1,1,5,4,2,1,1,1,2,1,3,6,3,31.0,1
535762,2,1,1,6,2,2,1,1,1,9,1,8,2,4,57.0,4
317153,5,1,2,2,1,1,1,1,1,2,4,6,11,1,6.0,2
314030,2,1,2,2,1,1,1,1,1,2,4,9,5,1,15.0,2
362645,2,1,1,5,2,2,1,1,1,1,1,5,3,2,19.0,3
352539,2,1,1,4,1,2,1,3,1,1,1,8,4,2,25.0,4
340991,2,1,2,5,2,2,1,2,1,2,1,6,10,2,20.0,3
505481,1,1,1,5,3,2,2,2,4,1,2,5,4,3,31.0,3
465738,2,1,2,2,1,2,2,1,1,1,1,3,6,3,41.0,1
410183,2,1,2,4,2,2,2,1,2,2,1,6,11,3,42.0,4
427112,2,1,1,4,2,2,2,2,3,3,1,2,8,3,31.0,1
483789,2,1,1,4,2,2,1,1,1,2,2,5,3,3,42.0,3
519142,1,1,1,3,2,2,2,1,3,6,1,9,6,3,37.0,3
415484,3,1,2,4,1,2,1,2,1,9,1,2,8,3,43.0,1
544337,3,1,1,4,1,2,2,2,1,2,1,5,3,4,53.0,3
568306,1,1,2,7,1,2,2,1,1,1,2,9,1,4,52.0,4
302903,2,1,2,4,2,2,1,1,1,2,1,9,10,1,9.0,4
407904,3,1,2,3,1,2,1,2,1,1,1,4,2,3,43.0,2
402718,2,1,2,6,2,2,1,1,1,2,1,2,10,3,38.0,1
469208,4,1,1,4,1,2,1,1,1,2,1,4,7,3,31.0,2
309388,2,1,2,5,2,2,1,2,1,1,1,9,10,1,7.0,4
525892,2,1,1,6,2,2,1,1,1,2,2,3,7,3,39.0,1
388475,3,1,1,4,1,2,1,1,1,2,1,9,6,3,43.0,3
494246,2,1,2,2,1,2,1,1,1,9,1,8,6,3,40.0,3
436163,3,1,2,3,1,2,2,1,1,2,1,3,9,3,48.0,2
511027,1,1,1,5,1,2,1,3,1,2,1,3,6,3,36.0,1
475298,2,1,2,4,2,2,1,2,1,2,1,2,11,3,31.0,2
545391,3,1,1,5,4,2,1,2,1,2,1,3,9,4,58.0,2
468928,3,1,1,2,1,2,2,2,1,1,1,3,7,3,44.0,1
428928,2,1,2,3,2,2,1,2,1,9,1,1,10,3,44.0,1
353263,2,1,1,3,2,2,1,1,1,9,2,9,8,2,26.0,4
475438,2,1,1,3,1,2,1,1,3,6,1,2,10,3,48.0,1
390976,3,1,1,3,1,2,2,1,1,2,1,9,6,3,41.0,4
408496,2,1,1,5,2,2,1,2,1,2,1,8,6,3,40.0,3
441130,4,1,2,2,1,2,1,1,1,1,2,6,12,3,32.0,3
319008,6,1,1,3,1,2,2,1,4,2,1,4,8,1,2.0,2
302598,2,1,2,2,1,1,1,2,1,2,4,7,4,1,11.0,2
433925,1,1,1,3,1,2,1,1,1,1,1,2,2,3,45.0,1
305138,2,1,2,3,2,2,1,1,2,2,2,2,10,1,6.0,1
479743,3,1,1,3,1,2,1,1,1,1,1,1,4,3,37.0,2
462276,3,1,1,6,1,2,1,3,1,2,1,9,4,3,45.0,4
368323,2,1,2,5,2,2,1,1,1,2,1,2,11,2,20.0,2
425681,2,1,1,5,2,2,1,1,1,1,1,2,7,3,37.0,1
534352,2,1,2,5,2,2,1,2,1,2,1,2,11,4,51.0,2
385536,2,1,2,5,2,2,1,2,1,2,1,7,4,3,40.0,4
515347,2,1,1,4,2,2,2,2,1,2,2,2,6,3,45.0,1
528110,1,1,2,2,1,2,1,1,1,1,1,6,11,3,37.0,4
471152,1,1,2,5,1,2,1,1,1,2,1,3,9,3,45.0,2
478697,3,1,1,3,1,2,2,2,1,2,1,5,3,3,39.0,3
392479,2,1,1,4,2,1,2,1,4,2,4,9,5,3,46.0,2
368914,1,1,1,3,1,2,2,2,3,6,1,7,5,2,21.0,4
398087,3,1,1,5,4,2,1,2,1,2,1,3,2,3,31.0,2
394101,2,1,1,5,2,2,1,3,1,1,1,2,9,3,39.0,1
536946,2,1,2,5,2,2,2,2,3,4,1,1,4,4,52.0,1
362612,2,1,2,6,2,2,1,2,1,2,1,2,10,2,24.0,1
524495,2,1,1,4,2,2,2,1,5,6,2,9,8,3,43.0,3
481027,1,1,1,5,1,2,1,2,1,2,1,1,8,3,36.0,2
346041,2,1,2,3,2,2,2,1,1,2,1,7,4,2,29.0,4
497397,2,1,1,6,2,2,1,3,1,1,2,3,10,3,44.0,2
398746,3,1,2,3,1,2,2,1,1,2,1,6,11,3,48.0,2
441431,3,1,1,3,1,2,1,2,1,1,1,2,2,3,44.0,1
530417,2,1,1,6,2,2,1,1,1,2,1,5,2,3,40.0,3
417246,2,1,1,4,2,2,1,1,1,1,2,1,4,3,33.0,1
455842,2,1,1,5,2,2,1,1,1,2,1,2,8,3,44.0,1
469673,1,1,2,4,4,2,2,2,1,2,1,3,11,3,44.0,2
341058,2,1,2,6,2,2,1,3,1,2,1,4,4,2,24.0,2
502055,2,1,1,3,2,2,2,1,1,2,2,5,3,3,36.0,3
374447,2,1,2,4,2,2,2,1,1,2,1,2,10,2,16.0,1
497916,5,1,2,5,4,2,2,1,1,2,1,1,12,3,46.0,2
481798,2,1,1,5,2,2,1,3,1,2,1,3,4,3,42.0,2
395421,2,1,1,4,2,2,1,1,1,1,1,2,4,3,45.0,1
559081,2,1,1,4,2,2,1,1,1,2,1,2,2,4,58.0,1
530638,2,1,1,6,2,2,1,3,1,2,1,2,8,3,44.0,2
326028,6,1,2,3,1,2,2,2,1,2,2,6,11,1,2.0,4
454033,6,1,1,3,1,2,1,1,1,1,1,5,3,3,37.0,3
476435,2,1,1,2,1,2,1,1,1,2,1,5,4,3,35.0,3
375071,2,1,2,3,2,2,2,2,3,4,1,6,11,2,24.0,4
477380,2,1,1,4,2,2,1,1,1,2,1,9,2,3,44.0,4
539067,3,1,1,3,1,2,1,2,1,1,2,5,3,4,49.0,3
313424,2,1,2,5,1,2,1,1,1,1,2,3,12,1,7.0,2
527552,3,1,2,4,1,2,1,1,1,2,1,6,11,3,40.0,2
475989,2,1,2,6,2,2,1,1,1,2,2,2,11,3,42.0,1
391485,3,1,1,4,1,2,1,2,1,1,1,8,6,3,40.0,3
494091,1,1,1,5,1,2,1,2,1,9,1,5,2,3,48.0,3
567398,2,1,1,3,2,2,1,1,1,2,1,2,8,4,50.0,1
514460,3,1,2,3,1,2,1,2,1,2,1,3,4,3,35.0,2
484508,2,1,1,6,2,2,1,2,1,9,2,5,6,3,47.0,3
518384,2,1,1,4,2,2,2,1,1,1,1,2,6,3,46.0,1
497169,5,1,1,2,1,2,1,1,1,2,1,7,4,3,34.0,4
452477,2,1,1,5,2,2,1,1,1,2,1,2,2,3,48.0,1
391213,4,1,1,3,2,2,1,1,1,1,1,1,4,3,43.0,2
326617,2,1,2,6,2,2,1,2,1,2,1,4,10,1,7.0,2
439499,1,1,1,4,1,2,1,1,1,1,1,2,10,3,36.0,1
378202,2,1,2,6,2,2,1,2,1,2,1,7,4,2,27.0,4
544401,2,1,1,4,2,2,1,1,4,2,2,2,6,4,54.0,1
500835,4,1,1,2,1,2,1,1,1,1,1,6,12,3,33.0,2
431302,2,1,2,3,1,2,1,2,1,2,1,6,12,3,31.0,3
455648,2,1,2,5,2,2,1,2,1,2,1,4,7,3,46.0,2
463529,2,1,1,4,2,2,1,1,1,1,1,1,3,3,39.0,1
530619,2,1,1,6,2,2,1,1,1,2,2,8,6,3,44.0,4
318929,2,1,2,5,2,2,1,1,1,2,2,3,12,1,2.0,2
563664,3,1,1,3,1,2,2,2,1,1,1,5,5,4,49.0,3
337222,2,1,2,6,2,2,2,2,1,2,1,5,5,2,21.0,4
522850,2,1,1,6,2,2,1,2,1,2,1,5,3,3,39.0,3
308411,3,1,1,3,1,2,1,2,1,2,1,4,2,1,8.0,2
364069,1,1,2,6,4,2,1,1,1,2,1,9,12,2,20.0,4
525552,1,1,1,3,1,2,2,1,5,6,1,3,7,3,43.0,2
362819,1,1,2,2,1,2,1,1,1,9,1,4,12,2,19.0,2
494961,2,1,2,4,2,2,1,1,1,1,1,6,11,3,46.0,2
317539,2,1,1,8,2,2,1,2,1,2,2,1,5,1,4.0,2
325414,2,1,2,4,2,2,1,1,1,1,2,3,11,1,6.0,2
428409,2,1,1,5,2,2,2,1,1,1,2,2,8,3,38.0,1
492945,2,1,1,4,2,2,1,1,1,9,1,4,6,3,44.0,2
470200,1,1,1,4,4,2,1,2,1,2,1,1,6,3,41.0,1
425922,2,1,2,4,2,2,2,1,1,2,1,4,4,3,42.0,2
310100,2,1,1,2,1,2,1,1,1,2,1,5,3,1,1.0,3
374611,2,1,2,6,2,2,1,2,1,2,1,2,6,2,20.0,1
527718,3,1,2,5,1,2,1,2,1,2,1,3,9,3,43.0,2
321525,5,1,2,7,5,2,1,2,1,2,1,9,8,1,2.0,4
411731,2,1,1,6,2,2,1,3,1,1,1,5,4,3,32.0,3
309849,3,1,1,7,4,2,1,2,1,1,2,1,8,1,7.0,2
463219,2,1,1,4,2,2,2,1,3,7,1,3,6,3,38.0,2
319814,2,1,2,2,1,1,1,1,1,2,4,7,4,1,4.0,2
457119,2,1,1,4,2,2,2,1,1,2,1,2,6,3,34.0,1
474645,5,1,1,3,1,2,1,2,1,1,1,8,6,3,31.0,4
446789,1,1,2,4,1,2,1,2,1,2,1,3,9,3,34.0,2
481721,2,1,2,4,2,2,1,3,1,2,1,4,9,3,41.0,2
450897,2,1,1,6,2,2,1,1,1,2,1,1,4,3,31.0,2
458289,5,1,1,3,1,2,1,1,1,1,1,9,4,3,31.0,4
380986,3,1,1,3,1,2,1,3,1,1,1,9,6,3,39.0,4
468321,1,1,1,6,4,2,1,1,1,2,1,6,10,3,37.0,3
543521,2,1,2,3,2,2,1,3,1,2,1,9,5,4,58.0,4
312124,5,1,2,2,3,1,1,2,1,9,4,9,12,1,14.0,2
452097,3,1,1,5,4,2,1,2,1,1,2,5,2,3,37.0,3
471621,2,1,2,5,2,2,1,2,1,2,1,7,4,3,39.0,3
438973,2,1,1,3,2,2,1,1,1,2,1,2,3,3,41.0,1
532508,3,1,2,3,1,2,1,2,1,1,1,3,7,3,35.0,1
307385,2,1,1,2,1,1,1,2,1,1,4,7,4,1,11.0,2
477008,2,1,1,5,2,2,1,2,1,2,2,5,3,3,33.0,3
380364,3,1,1,2,1,2,1,2,1,1,1,7,4,3,31.0,4
332375,1,1,2,5,1,2,1,2,1,1,1,3,10,2,28.0,2
405956,5,1,2,3,3,2,1,1,1,2,1,7,8,3,34.0,4
482888,1,1,1,5,4,2,1,3,1,1,1,9,2,3,41.0,4
524168,2,1,2,3,2,2,2,1,3,1,1,2,7,3,42.0,1
407923,1,1,2,3,1,2,1,1,1,2,1,2,11,3,37.0,2
488861,2,1,1,3,1,2,1,1,1,2,1,2,8,3,31.0,1
317919,2,1,2,4,2,2,1,1,1,1,2,6,12,1,10.0,3
388403,1,1,1,6,4,2,2,2,1,2,1,9,2,3,48.0,4
446475,2,1,1,3,1,2,1,1,1,2,1,5,3,3,44.0,3
523092,2,1,1,4,2,2,2,1,1,1,1,2,4,3,43.0,1
311301,2,1,2,5,2,2,1,1,1,9,1,6,10,1,8.0,3
389574,2,1,1,2,1,2,1,2,1,2,1,8,2,3,36.0,3
524699,1,1,2,4,1,2,1,2,1,2,2,3,2,3,32.0,2
552692,2,1,1,5,2,2,1,2,1,2,2,1,5,4,57.0,2
494318,3,1,1,5,4,2,1,2,1,2,1,3,3,3,44.0,2
420209,5,1,1,2,1,1,1,1,1,1,4,7,4,3,48.0,2
552205,2,1,1,4,2,2,1,1,1,2,2,2,8,4,55.0,1
566374,1,1,2,4,1,2,1,2,1,9,1,1,5,4,51.0,1
453212,3,1,2,4,1,2,1,1,1,1,1,3,11,3,34.0,2
459661,1,1,1,4,1,2,1,3,1,1,1,8,2,3,41.0,4
513319,5,1,1,2,1,2,1,2,1,2,1,9,8,3,33.0,4
365860,2,1,2,4,2,2,1,2,3,4,1,7,4,2,22.0,4
335967,2,1,2,6,2,2,1,1,1,2,1,7,4,2,21.0,4
312664,5,1,2,2,1,1,1,1,1,2,4,7,4,1,3.0,2
407201,2,1,1,5,2,2,1,2,1,2,1,3,8,3,33.0,1
490262,1,1,2,3,1,2,2,1,1,9,1,2,11,3,46.0,1
367191,5,1,2,3,1,2,1,1,1,1,2,9,4,2,17.0,4
494360,1,1,1,3,1,2,1,1,1,2,1,2,10,3,46.0,1
552951,3,1,1,5,1,2,1,1,1,2,1,3,7,4,49.0,1
408337,3,1,2,4,1,2,1,1,1,2,1,7,4,3,46.0,4
556587,2,1,1,3,2,2,2,1,1,2,1,8,6,4,58.0,4
407186,1,1,1,4,3,2,1,1,1,2,2,3,7,3,43.0,2
527550,3,1,1,5,4,2,2,1,1,2,1,3,4,3,43.0,2
550698,2,1,1,7,2,2,2,2,5,1,1,2,11,4,55.0,1
421131,3,1,2,2,1,2,1,2,1,2,1,4,11,3,46.0,2
504087,2,1,2,6,2,2,2,2,5,6,1,2,8,3,48.0,1
442066,1,1,2,6,4,2,1,2,1,2,1,4,4,3,35.0,2
424706,2,1,2,6,2,2,1,2,1,1,1,2,10,3,40.0,1
356191,2,1,2,3,2,2,1,1,1,2,1,6,11,2,27.0,4
367224,2,1,2,3,2,2,1,1,1,1,1,4,3,2,22.0,2
506216,2,1,2,3,2,2,2,1,5,2,2,2,11,3,35.0,2
556540,1,1,1,8,2,2,2,3,3,3,2,5,4,4,53.0,3
567626,2,1,2,5,2,2,1,1,1,2,2,5,1,4,59.0,3
466361,2,1,1,5,2,2,1,2,1,2,1,5,2,3,47.0,3
551922,1,1,1,5,4,2,1,1,1,1,1,1,9,4,49.0,1
383867,2,1,1,6,2,2,1,2,1,1,1,9,4,3,34.0,4
501881,1,1,1,5,1,2,1,1,1,2,1,5,3,3,42.0,3
314221,3,1,1,6,3,2,2,2,1,2,2,5,3,1,8.0,3
362370,5,1,2,3,1,2,1,2,1,2,1,7,4,2,25.0,4
470459,1,1,1,3,1,2,1,1,1,1,1,9,8,3,40.0,4
535621,2,1,1,5,2,2,1,1,1,9,1,1,4,4,54.0,2
479512,3,1,2,3,1,2,1,2,1,1,1,1,4,3,32.0,1
460630,2,1,1,3,2,2,2,2,1,2,1,3,12,3,35.0,2
408469,1,1,1,5,1,2,1,2,1,1,1,2,6,3,31.0,1
435212,2,1,1,5,2,2,2,1,4,2,1,3,9,3,33.0,2
349350,3,1,2,4,4,2,1,1,1,2,1,7,2,2,26.0,4
554542,2,1,2,3,2,2,1,2,1,2,1,3,6,4,55.0,1
347153,2,1,2,6,2,2,1,1,1,2,1,6,11,2,22.0,3
552745,1,1,1,4,1,2,1,2,1,2,2,5,2,4,54.0,3
357963,2,1,2,6,2,2,1,2,1,2,1,7,8,2,24.0,2
352834,5,1,2,5,3,2,1,2,1,2,1,9,10,2,28.0,4
340343,3,1,2,6,4,2,1,2,1,2,1,6,10,2,29.0,4
341351,2,1,1,5,2,2,1,2,1,2,1,9,11,2,24.0,4
360317,2,1,1,4,2,2,1,2,1,1,1,8,6,2,27.0,4
508777,1,1,2,3,1,2,1,1,3,1,1,2,6,3,38.0,1
378208,5,1,2,5,4,2,1,3,1,2,1,6,10,2,29.0,3
380520,2,1,1,2,1,2,1,1,2,1,1,7,4,3,33.0,4
492006,2,1,1,6,2,2,1,2,1,2,1,8,6,3,44.0,3
328021,-9,1,1,2,1,1,2,2,1,1,4,2,10,1,5.0,-9
531520,2,1,1,3,1,2,1,1,1,2,1,1,4,3,41.0,2
375080,3,1,1,2,1,2,1,1,1,1,1,7,4,2,23.0,4
422049,2,1,1,4,2,2,1,1,1,2,1,8,2,3,34.0,3
444124,2,1,1,5,2,2,1,2,1,2,2,4,4,3,35.0,2
360486,2,1,1,3,2,2,2,3,3,6,1,5,5,2,20.0,4
335534,3,1,2,2,1,2,1,2,1,2,1,6,12,2,19.0,4
367866,2,1,2,4,2,2,2,1,3,4,1,9,10,2,23.0,4
425538,2,1,2,2,1,2,1,1,1,1,1,3,12,3,41.0,1
481235,5,1,2,5,1,2,1,1,1,2,1,2,10,3,34.0,1
382943,3,1,1,5,1,2,1,2,1,2,1,2,6,3,32.0,1
460560,1,1,1,3,1,2,1,1,1,2,1,3,12,3,36.0,2
362624,1,1,1,3,1,2,1,2,1,2,1,7,3,2,25.0,2
391668,3,1,1,3,1,2,1,1,1,1,1,3,7,3,43.0,2
373608,2,1,2,4,2,2,1,2,1,2,1,2,10,2,30.0,1
427920,2,1,1,4,2,2,1,2,1,9,1,5,2,3,38.0,3
411581,2,1,1,5,2,2,1,1,1,2,1,3,9,3,39.0,2
334478,4,1,1,3,1,2,1,2,1,2,1,3,10,2,18.0,2
494219,2,1,1,5,2,2,1,2,1,2,1,9,2,3,46.0,4
319612,2,1,1,2,1,1,1,3,1,1,4,9,5,1,12.0,2
362135,2,1,2,5,2,2,1,2,1,2,1,4,9,2,28.0,2
304554,1,1,1,7,4,2,1,3,1,2,2,5,2,1,14.0,3
357388,2,1,1,4,1,2,1,1,1,1,2,3,8,2,30.0,2
342053,2,1,2,3,2,2,1,1,1,2,1,6,11,2,24.0,4
315083,2,1,2,4,2,2,1,1,1,2,1,3,8,1,6.0,2
459876,2,1,2,6,2,2,1,2,1,2,1,3,4,3,39.0,2
396445,5,1,2,4,1,2,1,2,1,2,1,4,8,3,36.0,2
562376,1,1,1,4,1,2,2,1,1,2,1,2,2,4,54.0,1
522385,1,1,1,3,1,2,2,1,1,1,1,3,8,3,41.0,2
369687,2,1,2,5,2,2,1,3,1,2,1,6,11,2,19.0,4
501928,2,1,1,5,2,2,1,2,1,2,1,5,2,3,44.0,3
522538,2,1,2,3,1,2,1,1,1,1,1,4,4,3,34.0,2
338733,2,1,1,7,2,2,1,3,1,2,1,8,2,2,26.0,4
365566,1,1,1,6,4,2,1,3,1,2,1,9,4,2,29.0,4
430081,1,1,1,2,1,2,1,1,1,1,2,7,4,3,35.0,4
331489,2,1,2,5,2,2,1,2,1,2,1,4,12,2,19.0,2
530934,2,1,1,3,2,2,1,1,1,2,1,2,8,3,40.0,1
438904,3,1,1,4,1,2,1,3,1,9,1,9,4,3,43.0,4
311141,2,1,1,2,1,1,1,1,1,1,4,7,4,1,6.0,2
315008,2,1,2,5,2,2,1,2,1,2,1,2,10,1,11.0,1
529118,2,1,2,5,2,2,2,1,3,1,1,5,5,3,40.0,3
307504,2,1,2,5,2,2,1,2,1,2,2,4,3,1,12.0,2
367214,2,1,2,3,1,2,1,2,1,2,1,6,12,2,24.0,3
323448,2,1,2,5,2,2,1,2,1,2,1,6,10,1,3.0,3
440220,2,1,1,6,2,2,1,1,1,2,1,5,2,3,42.0,3
412940,2,1,1,5,2,2,1,2,1,2,1,2,11,3,35.0,1
454626,2,1,2,4,3,2,1,1,1,2,1,6,11,3,39.0,4
333791,1,1,2,6,4,2,1,2,1,2,1,7,4,2,29.0,4
390404,2,1,2,2,1,2,1,2,1,2,1,6,11,3,41.0,4
403653,1,1,1,4,1,2,1,1,1,1,1,3,6,3,36.0,1
313468,2,1,2,3,2,2,1,1,1,2,1,9,5,1,4.0,4
424490,1,1,1,5,2,2,1,1,1,1,1,6,10,3,32.0,3
481743,2,1,1,4,2,2,1,2,1,2,1,3,2,3,35.0,2
480357,4,1,1,3,1,2,1,1,1,2,1,5,5,3,31.0,3
424470,2,1,1,5,2,2,1,1,1,2,1,8,6,3,37.0,3
502633,2,1,2,5,2,2,1,2,1,2,1,4,8,3,46.0,2
482276,5,1,2,3,1,2,1,1,1,1,1,4,8,3,32.0,2
451125,3,1,1,4,1,2,1,2,1,1,2,9,4,3,34.0,4
428161,4,1,1,8,5,2,2,4,4,1,2,8,3,3,38.0,3
320295,5,1,2,4,1,2,1,1,1,2,1,8,10,1,4.0,4
441836,2,1,2,4,2,2,1,2,1,9,1,4,9,3,31.0,2
561262,3,1,1,4,1,2,1,2,1,9,1,5,9,4,59.0,3
458661,2,1,1,3,2,2,1,2,1,1,1,8,2,3,38.0,4
338528,2,1,1,6,2,2,1,2,1,2,1,9,3,2,16.0,4
337209,1,1,2,6,4,2,1,1,1,2,1,9,6,2,22.0,4
422879,2,1,2,3,2,2,1,2,1,2,2,4,8,3,35.0,2
329224,2,1,2,5,2,2,1,3,1,1,1,7,4,2,23.0,4
354938,2,1,2,3,2,2,1,1,1,1,1,2,10,2,26.0,1
354231,1,1,2,7,4,2,1,2,1,2,1,4,9,2,22.0,2
531748,2,1,2,6,2,2,1,2,1,2,1,7,4,3,39.0,4
384931,2,1,2,6,2,2,1,3,1,2,1,4,3,3,42.0,2
456242,2,1,1,4,2,2,2,1,1,9,1,9,8,3,35.0,4
550793,1,1,1,6,5,2,1,1,1,1,1,8,6,4,59.0,3
387938,2,1,1,5,2,2,1,2,1,2,1,3,2,3,43.0,1
366802,2,1,2,5,2,2,1,1,1,1,2,3,2,2,16.0,2
321930,2,1,1,6,2,2,1,2,1,9,1,9,8,1,2.0,4
442049,3,1,1,6,1,2,1,3,1,2,2,5,5,3,43.0,3
302578,1,1,2,7,3,2,1,2,1,2,1,5,5,1,1.0,4
473940,3,1,1,3,1,2,1,1,1,2,1,4,7,3,48.0,2
534577,2,1,2,3,2,2,1,1,1,2,1,2,10,4,51.0,1
417815,1,1,1,3,1,2,2,3,2,2,2,5,3,3,46.0,3
419571,2,1,1,4,2,2,1,2,1,1,1,8,2,3,40.0,4
347506,3,1,2,6,1,2,1,1,1,2,1,6,11,2,21.0,3
505962,1,1,2,4,1,2,1,2,4,1,1,3,4,3,47.0,1
327434,2,1,2,7,2,2,1,2,1,2,2,4,11,1,2.0,2
444230,2,1,1,5,2,2,1,2,1,1,1,2,3,3,46.0,2
355794,5,1,2,4,2,2,1,1,1,2,1,6,10,2,22.0,4
439066,2,1,1,5,2,2,2,1,1,2,1,2,8,3,47.0,1
385488,1,1,1,5,1,2,1,3,1,9,1,6,9,3,41.0,4
322599,1,1,1,2,1,1,2,1,1,1,4,9,12,1,4.0,2
404450,3,1,1,5,1,2,1,2,1,1,1,8,6,3,43.0,3
569096,3,1,1,3,1,2,1,1,1,1,2,5,3,4,58.0,3
546114,3,1,1,3,1,2,1,1,1,1,1,1,7,4,49.0,1
542600,4,1,1,6,2,2,2,2,3,1,1,5,5,4,51.0,3
458854,3,1,2,3,1,2,1,1,1,2,1,2,10,3,35.0,1
376577,2,1,2,3,2,2,1,2,3,9,1,7,4,2,27.0,4
421805,2,1,1,4,1,2,1,1,1,2,1,2,8,3,44.0,1
562872,2,1,1,3,1,2,1,2,5,1,1,8,8,4,52.0,3
342899,3,1,2,2,1,2,1,1,1,1,1,4,4,2,21.0,2
441295,3,1,1,3,1,2,1,1,1,2,1,3,8,3,42.0,2
531674,2,1,1,4,2,2,1,1,1,2,1,3,9,3,35.0,2
464699,1,1,1,3,1,2,1,3,1,1,1,6,11,3,48.0,4
522638,3,1,1,3,1,1,2,2,1,9,4,5,5,3,38.0,2
511032,1,1,2,2,1,2,2,2,1,2,1,9,5,3,38.0,4
544484,2,1,1,3,2,2,1,1,1,1,2,5,3,4,56.0,3
515858,4,1,2,2,1,2,2,2,1,2,1,9,5,3,32.0,4
378829,6,1,2,6,1,2,1,1,1,2,1,7,4,2,26.0,4
445394,2,1,1,2,1,2,1,1,1,9,1,5,3,3,34.0,3
449389,2,1,1,6,2,2,2,2,1,1,1,8,3,3,36.0,4
561700,2,1,2,4,2,2,1,1,1,2,1,1,11,4,51.0,1
486657,3,1,2,3,1,2,1,2,1,2,2,2,10,3,33.0,1
517839,1,1,1,4,1,2,1,1,4,2,1,4,9,3,46.0,2
456383,1,1,1,4,1,2,1,2,1,9,2,3,12,3,40.0,2
387434,2,1,1,6,2,2,2,2,3,4,1,7,4,3,44.0,4
317150,2,1,2,5,2,2,1,1,1,2,1,9,6,1,14.0,4
540835,2,1,1,5,2,2,1,1,1,1,1,1,12,4,52.0,1
393915,3,1,1,4,1,2,1,2,1,2,1,8,3,3,31.0,4
356470,2,1,2,7,2,2,1,3,1,2,2,1,4,2,18.0,2
373220,1,1,1,6,1,2,1,2,1,2,2,3,8,2,25.0,2
414188,2,1,2,7,2,2,1,2,1,2,2,5,12,3,43.0,3
549173,2,1,1,4,2,2,1,1,1,2,1,5,4,4,56.0,3
567262,1,1,1,3,1,2,1,1,4,2,1,3,8,4,50.0,2
509996,2,1,2,6,2,2,1,1,1,2,1,4,10,3,48.0,2
352431,1,1,2,6,4,2,1,3,1,1,1,4,7,2,21.0,2
437089,5,1,2,2,1,2,1,2,1,2,1,9,5,3,45.0,4
445708,2,1,2,3,2,2,1,2,1,2,1,6,11,3,32.0,2
513211,2,1,1,2,1,2,1,1,2,9,1,7,4,3,46.0,4
565469,1,1,1,2,1,2,1,1,1,1,1,2,8,4,53.0,1
433439,2,1,1,2,1,2,1,2,1,9,1,3,7,3,37.0,2
483840,5,1,1,3,1,2,1,1,1,1,1,7,8,3,35.0,2
540600,4,1,1,5,4,2,1,1,1,2,1,1,6,4,56.0,2
490622,1,1,1,4,1,2,1,2,1,2,1,4,4,3,39.0,2
496223,1,1,1,4,1,2,2,2,3,6,2,2,9,3,48.0,1
358389,2,1,2,2,2,2,1,1,1,1,1,9,8,2,20.0,4
430050,1,1,2,6,3,2,1,1,1,2,2,2,4,3,33.0,1
558375,3,1,1,6,4,2,1,2,1,2,1,1,6,4,56.0,2
387885,5,1,2,4,4,2,2,2,4,6,1,6,11,3,41.0,4
493392,2,1,1,5,2,2,1,1,1,1,1,9,2,3,31.0,4
431883,4,1,1,2,1,2,1,1,1,2,1,4,4,3,45.0,2
341645,2,1,2,6,2,2,1,1,1,2,1,1,11,2,17.0,1
507598,3,1,2,4,1,2,1,2,4,2,1,2,10,3,44.0,1
312606,2,1,2,3,2,2,1,1,1,2,1,2,10,1,4.0,1
507533,1,1,1,4,3,2,1,1,1,2,1,5,8,3,38.0,3
499725,5,1,2,5,4,2,1,2,1,1,1,8,6,3,42.0,3
401824,2,1,1,6,2,2,1,1,1,1,2,3,8,3,31.0,2
350873,3,1,2,2,1,2,1,1,1,2,1,9,5,2,26.0,4
